Date,Open,High,Low,Close,Adj Close,Volume
2022-01-18,98.809998,98.889999,96.339996,98.639999,95.410614,3696000
2022-01-19,99.230003,101.769997,98.800003,99.349998,96.097374,2609600
2022-01-20,100.029999,101.080002,94.680000,94.900002,91.793060,3846100
2022-01-21,94.730003,98.260002,94.419998,96.449997,93.292313,3406500
2022-01-24,94.809998,101.480003,92.930000,101.379997,98.060913,5150200
2022-01-25,98.639999,99.650002,95.570000,98.029999,94.820587,3751400
2022-01-26,99.059998,100.330002,96.260002,96.919998,93.746925,2788500
2022-01-27,98.889999,99.930000,95.550003,96.099998,92.953773,2213600
2022-01-28,96.320000,97.669998,94.459999,97.639999,94.443359,1904300
2022-01-31,96.970001,99.400002,96.959999,99.279999,96.029663,2362400
2022-02-01,99.300003,100.680000,97.739998,100.449997,97.161362,1763700
2022-02-02,100.239998,100.500000,97.110001,99.050003,95.807198,2408000
2022-02-03,98.320000,99.250000,96.779999,97.099998,93.921036,1878600
2022-02-04,97.260002,97.930000,95.230003,96.830002,93.659874,2132900
2022-02-07,97.699997,98.160004,96.000000,97.580002,94.385323,1474000
2022-02-08,97.839996,100.139999,97.250000,99.459999,96.203766,1780800
2022-02-09,100.639999,102.360001,100.169998,102.220001,98.873413,1761700
2022-02-10,100.839996,102.760002,100.089996,100.470001,97.180702,2283100
2022-02-11,100.290001,103.089996,99.360001,100.570000,97.277428,3467000
2022-02-14,100.059998,101.989998,98.849998,100.639999,97.345139,2315300
2022-02-15,101.989998,102.889999,101.440002,102.190002,98.844398,1660100
2022-02-16,101.510002,101.510002,98.099998,99.629997,96.368202,2288900
2022-02-17,98.760002,100.190002,98.099998,98.629997,95.400940,1407900
2022-02-18,98.239998,99.279999,96.540001,97.709999,94.511063,1853100
2022-02-22,96.440002,96.800003,89.440002,90.550003,87.585480,5404500
2022-02-23,91.440002,91.440002,87.839996,88.629997,85.728333,3589000
2022-02-24,85.989998,91.849998,85.580002,91.580002,88.581757,2908700
2022-02-25,92.620003,96.040001,91.440002,95.830002,92.692619,2929400
2022-02-28,94.129997,97.099998,94.129997,96.639999,93.476097,3390600
2022-03-01,95.730003,98.559998,95.449997,97.180000,93.998421,2629100
2022-03-02,96.830002,101.940002,96.559998,100.839996,97.538597,6182700
2022-03-03,106.000000,112.959999,104.860001,110.139999,106.534119,18352700
2022-03-04,107.919998,109.279999,101.620003,106.099998,102.626381,7695200
2022-03-07,105.540001,109.129997,103.279999,104.709999,101.281898,4679500
2022-03-08,103.940002,105.949997,101.059998,101.129997,97.819092,3764300
2022-03-09,103.129997,103.760002,100.620003,101.739998,98.409126,2980600
2022-03-10,101.150002,101.150002,97.580002,98.660004,95.429970,2966500
2022-03-11,99.000000,99.809998,94.500000,94.589996,91.493210,3159100
2022-03-14,94.660004,97.150002,93.190002,94.639999,91.541573,2350400
2022-03-15,95.010002,99.580002,94.860001,99.059998,95.816864,2971500
2022-03-16,99.779999,100.870003,95.489998,98.839996,95.604073,2438700
2022-03-17,98.690002,99.949997,97.779999,99.290001,96.039337,1990600
2022-03-18,98.230003,102.370003,97.910004,101.839996,98.505852,4606200
2022-03-21,101.820000,103.230003,97.889999,99.040001,95.797523,2393400
2022-03-22,99.959999,100.519997,98.019997,99.300003,96.049019,2957000
2022-03-23,97.889999,98.480003,95.720001,96.589996,94.263092,1747500
2022-03-24,96.839996,97.580002,95.260002,96.709999,94.380203,1849000
2022-03-25,97.199997,97.379997,94.879997,96.300003,93.980087,1679500
2022-03-28,96.459999,96.930000,95.180000,96.730003,94.399727,2027000
2022-03-29,98.209999,100.930000,97.370003,100.750000,98.322884,2565200
2022-03-30,99.290001,99.639999,96.099998,96.430000,94.106949,2160900
2022-03-31,92.889999,93.150002,89.559998,90.900002,88.710167,5580800
2022-04-01,92.320000,92.430000,89.650002,90.379997,88.202698,2939700
2022-04-04,91.260002,94.589996,90.750000,94.339996,92.067291,2633500
2022-04-05,94.040001,94.769997,92.050003,92.519997,90.291145,2381700
2022-04-06,90.989998,91.570000,88.510002,91.059998,88.866310,2647800
2022-04-07,91.029999,92.809998,90.139999,92.070000,89.851982,2398100
2022-04-08,89.790001,95.910004,89.000000,93.360001,91.110909,3967300
2022-04-11,92.720001,95.930000,92.639999,94.160004,91.891640,1988000
2022-04-12,95.769997,97.620003,92.949997,93.230003,90.984039,3146800
2022-04-13,92.949997,95.750000,92.269997,95.230003,92.935860,1874100
2022-04-14,95.500000,96.769997,93.500000,93.839996,91.579338,2019600
2022-04-18,93.690002,94.510002,91.959999,93.480003,91.228020,1628000
2022-04-19,93.309998,96.129997,92.779999,95.570000,93.267670,1809200
2022-04-20,96.029999,96.180000,93.970001,94.400002,92.125854,1340200
2022-04-21,95.790001,96.750000,93.230003,93.639999,91.384163,1643100
2022-04-22,93.150002,93.239998,90.559998,91.279999,89.081017,1955900
2022-04-25,90.550003,93.250000,89.300003,93.070000,90.827896,1648700
2022-04-26,92.779999,94.540001,91.430000,92.830002,90.593674,2719300
2022-04-27,93.370003,94.800003,91.400002,93.029999,90.788857,2296100
2022-04-28,93.580002,94.410004,91.750000,93.580002,91.325607,1441900
2022-04-29,93.050003,93.570000,89.629997,89.930000,87.763542,2125700
2022-05-02,90.000000,93.889999,88.879997,93.809998,91.550064,2066700
2022-05-03,93.389999,95.599998,92.559998,94.650002,92.369835,2029400
2022-05-04,94.260002,98.180000,93.910004,97.790001,95.434189,2336400
2022-05-05,96.279999,96.279999,91.010002,92.209999,89.988609,2258800
2022-05-06,91.690002,93.599998,89.010002,91.410004,89.207886,1976800
2022-05-09,89.820000,92.150002,89.620003,91.080002,88.885834,2681500
2022-05-10,91.650002,92.760002,87.290001,88.739998,86.602211,2847600
2022-05-11,88.980003,89.970001,83.379997,83.790001,81.771461,3045400
2022-05-12,83.889999,89.580002,83.889999,87.360001,85.255447,3235700
2022-05-13,87.080002,88.320000,85.089996,86.360001,84.279541,3076300
2022-05-16,85.699997,86.449997,82.019997,84.769997,82.727837,3024600
2022-05-17,86.000000,86.820000,81.790001,84.500000,82.464348,4333100
2022-05-18,78.739998,79.570000,74.050003,75.620003,73.798271,9389000
2022-05-19,73.989998,76.419998,72.360001,73.320000,71.553680,5333300
2022-05-20,74.000000,74.070000,69.070000,72.360001,70.616814,4858600
2022-05-23,72.360001,73.139999,69.360001,72.589996,70.841263,7655000
2022-05-24,72.980003,75.900002,71.480003,73.470001,71.700073,14827800
2022-05-25,71.010002,80.680000,70.830002,80.059998,78.131310,10136600
2022-05-26,81.239998,84.400002,81.120003,82.050003,80.073372,4552300
2022-05-27,82.230003,84.860001,82.180000,83.989998,81.966637,3316700
2022-05-31,83.769997,85.300003,81.400002,82.059998,80.083130,4923000
2022-06-01,82.629997,82.910004,79.620003,80.080002,78.150826,3363800
2022-06-02,80.559998,81.300003,79.199997,81.260002,79.302399,2228400
2022-06-03,80.519997,81.620003,80.160004,80.389999,78.453362,2296000
2022-06-06,80.629997,80.629997,79.010002,79.269997,77.360344,2568600
2022-06-07,76.669998,78.610001,75.599998,78.349998,76.462509,3447100
2022-06-08,77.779999,78.959999,76.199997,77.120003,75.262138,2775400
2022-06-09,76.629997,77.410004,74.930000,74.930000,73.124893,3137600
2022-06-10,73.320000,74.410004,72.029999,72.599998,70.851021,3738600
2022-06-13,70.410004,70.910004,68.620003,69.449997,68.608528,4405200
2022-06-14,70.000000,71.559998,69.400002,70.589996,69.734711,4571600
2022-06-15,70.839996,72.680000,70.379997,71.760002,70.890541,3347800
2022-06-16,69.550003,70.250000,67.660004,68.480003,67.650284,3848700
2022-06-17,68.019997,71.419998,68.000000,70.510002,69.655693,8384600
2022-06-21,72.070000,72.279999,70.089996,70.470001,69.616173,3271600
2022-06-22,70.320000,71.080002,69.519997,69.879997,69.033318,2728900
2022-06-23,70.120003,71.790001,70.029999,71.290001,70.426239,2421800
2022-06-24,72.099998,74.739998,71.419998,74.690002,73.785042,5060700
2022-06-27,74.980003,75.449997,71.839996,72.139999,71.265938,2562400
2022-06-28,71.720001,72.000000,68.669998,68.849998,68.015800,2590700
2022-06-29,68.290001,68.610001,66.599998,67.150002,66.336403,3337200
2022-06-30,65.809998,66.250000,64.290001,65.190002,64.400146,3485300
2022-07-01,65.790001,66.860001,65.010002,66.769997,65.960999,2866200
2022-07-05,66.110001,69.989998,65.900002,69.980003,69.132111,3260600
2022-07-06,69.809998,70.129997,67.220001,68.519997,67.689796,2645600
2022-07-07,68.730003,70.980003,68.519997,70.889999,70.031082,2355900
2022-07-08,70.190002,71.519997,69.150002,71.169998,70.307686,2072100
2022-07-11,71.209999,71.910004,69.699997,69.910004,69.062958,1778900
2022-07-12,70.370003,72.080002,69.919998,70.419998,69.566772,2268400
2022-07-13,68.889999,71.750000,68.830002,71.290001,70.426239,2207700
2022-07-14,70.550003,71.449997,69.500000,71.139999,70.278053,1997300
2022-07-15,72.470001,72.580002,71.129997,72.470001,71.591942,2477200
2022-07-18,73.199997,75.250000,72.940002,73.339996,72.451393,2545300
2022-07-19,73.970001,76.489998,73.660004,75.970001,75.049538,2743700
2022-07-20,76.209999,78.339996,75.690002,78.120003,77.173485,3359000
2022-07-21,77.790001,78.230003,75.980003,78.199997,77.252510,2338500
2022-07-22,78.820000,80.080002,76.239998,76.800003,75.869476,2959200
2022-07-25,77.120003,77.279999,75.239998,75.839996,74.921104,2214900
2022-07-26,73.010002,73.540001,71.629997,72.010002,71.137512,3297100
2022-07-27,72.620003,74.870003,71.629997,74.489998,73.587463,2476300
2022-07-28,75.389999,78.400002,72.739998,77.989998,77.045059,7888400
2022-07-29,76.730003,77.610001,74.669998,76.989998,76.057175,5035200
2022-08-01,76.489998,77.940002,76.220001,76.980003,76.047302,2640800
2022-08-02,76.309998,76.449997,74.570000,74.610001,73.706009,2367100
2022-08-03,75.889999,77.070000,75.129997,75.690002,74.772926,3085300
2022-08-04,75.900002,77.970001,75.790001,76.290001,75.365654,2011100
2022-08-05,75.300003,77.000000,74.900002,76.379997,75.454559,1337200
2022-08-08,77.120003,80.489998,76.970001,78.540001,77.588394,2551900
2022-08-09,77.680000,77.980003,75.220001,76.339996,75.415047,2145300
2022-08-10,78.529999,79.739998,77.970001,78.510002,77.558762,2426800
2022-08-11,79.800003,81.519997,79.550003,80.419998,79.445618,2060100
2022-08-12,81.190002,81.309998,79.599998,80.300003,79.327072,2131600
2022-08-15,79.980003,81.430000,78.589996,81.330002,80.344589,1872300
2022-08-16,81.500000,86.480003,81.470001,84.949997,83.920723,3701900
2022-08-17,83.269997,84.459999,81.669998,82.260002,81.263321,2692600
2022-08-18,81.980003,82.449997,80.900002,82.419998,81.421379,1285400
2022-08-19,81.470001,81.669998,78.620003,79.529999,78.566399,2700900
2022-08-22,78.220001,79.000000,77.239998,77.419998,76.481964,2028300
2022-08-23,78.330002,79.879997,78.190002,78.839996,77.884758,2047900
2022-08-24,78.489998,78.959999,77.589996,77.629997,76.689415,1802000
2022-08-25,77.839996,79.370003,77.349998,78.190002,77.242638,1678100
2022-08-26,78.269997,78.580002,74.089996,74.150002,73.251587,2648300
2022-08-29,73.699997,74.519997,72.760002,73.699997,72.807030,3160800
2022-08-30,75.120003,79.309998,74.650002,74.889999,73.982620,11709400
2022-08-31,74.489998,74.519997,70.510002,70.690002,69.833511,7554200
2022-09-01,70.250000,72.019997,69.019997,71.849998,70.979446,3369500
2022-09-02,73.120003,73.120003,70.750000,71.139999,70.278053,2131500
2022-09-06,71.980003,72.150002,69.669998,71.379997,70.515144,2617500
2022-09-07,71.230003,73.309998,70.830002,73.239998,72.352608,2198000
2022-09-08,72.510002,74.760002,72.230003,74.699997,73.794914,2228700
2022-09-09,75.019997,76.660004,74.830002,76.239998,75.316261,2279200
2022-09-12,76.989998,77.870003,76.550003,77.820000,76.877121,2519800
2022-09-13,75.809998,75.820000,73.129997,73.690002,72.797157,3040100
2022-09-14,73.900002,74.220001,72.199997,73.550003,72.658859,2306700
2022-09-15,73.680000,75.080002,71.739998,72.419998,71.542542,3550600
2022-09-16,71.300003,73.000000,70.389999,72.629997,71.750000,3052400
2022-09-19,71.330002,74.050003,71.139999,73.970001,73.970001,2228200
2022-09-20,73.139999,73.239998,70.010002,70.919998,70.919998,2099300
2022-09-21,71.540001,72.440002,69.940002,69.980003,69.980003,1812300
2022-09-22,69.599998,69.629997,68.150002,68.570000,68.570000,1907300
2022-09-23,67.690002,68.849998,67.480003,68.779999,68.779999,1970700
2022-09-26,68.339996,69.750000,65.220001,65.320000,65.320000,2993900
2022-09-27,66.080002,67.580002,65.160004,65.410004,65.410004,2854200
2022-09-28,66.250000,67.860001,65.919998,67.440002,67.440002,3146100
2022-09-29,66.419998,66.419998,64.019997,65.080002,65.080002,2666300
2022-09-30,64.389999,65.540001,62.419998,63.340000,63.340000,2908900
2022-10-03,64.230003,64.959999,62.869999,63.669998,63.669998,3227000
2022-10-04,65.129997,67.629997,65.129997,67.400002,67.400002,2487800
2022-10-05,66.180000,68.580002,66.180000,67.900002,67.900002,2927800
2022-10-06,67.750000,68.000000,66.699997,66.809998,66.809998,1773000
2022-10-07,65.529999,65.790001,64.180000,64.529999,64.529999,1878200
2022-10-10,64.720001,64.820000,62.419998,63.340000,63.340000,2026100
