Date,Open,High,Low,Close,Adj Close,Volume
2021-11-19,52.285000,57.347500,52.062500,57.200001,57.200001,12136800
2021-11-22,57.615002,62.410000,57.437500,61.887501,61.887501,17485600
2021-11-23,60.959999,63.049999,53.139999,53.474998,53.474998,13380800
2021-11-24,54.312500,55.997501,52.000000,52.945000,52.945000,5237600
2021-11-26,52.020000,52.932499,49.799999,49.930000,49.930000,4941200
2021-11-29,51.000000,51.977501,50.235001,50.502499,50.502499,4435200
2021-11-30,50.025002,50.987499,47.000000,49.052502,49.052502,6895600
2021-12-01,49.849998,50.027500,44.252499,44.959999,44.959999,9406000
2021-12-02,46.250000,46.857498,43.267502,45.389999,45.389999,8348400
2021-12-03,45.250000,45.982498,39.762501,43.097500,43.097500,16386800
2021-12-06,41.500000,43.334999,40.799999,41.779999,41.779999,8914400
2021-12-07,43.794998,45.494999,42.627499,44.452499,44.452499,7889600
2021-12-08,44.150002,45.062500,42.990002,43.412498,43.412498,10444800
2021-12-09,41.750000,43.172501,37.750000,38.939999,38.939999,20337200
2021-12-10,39.957500,40.575001,37.000000,39.752499,39.752499,18107600
2021-12-13,40.082500,40.222500,33.767502,34.220001,34.220001,21944800
2021-12-14,32.750000,37.592499,32.375000,36.922501,36.922501,26048400
2021-12-15,36.865002,38.000000,35.279999,37.147499,37.147499,11064000
2021-12-16,38.232498,38.610001,35.532501,36.147499,36.147499,8659200
2021-12-17,35.937500,39.642502,34.832500,38.910000,38.910000,17226800
2021-12-20,38.297501,39.919998,37.424999,39.285000,39.285000,7314400
2021-12-21,39.264999,40.062500,38.785000,39.529999,39.529999,5720800
2021-12-22,39.582500,39.787498,38.029999,38.500000,38.500000,4188800
2021-12-23,38.500000,38.750000,36.505001,38.035000,38.035000,4222000
2021-12-27,38.000000,38.154999,35.000000,37.077499,37.077499,6454400
2021-12-28,36.875000,39.352501,36.602501,36.615002,36.615002,5324400
2021-12-29,36.962502,38.872501,35.535000,38.482498,38.482498,8149600
2021-12-30,37.750000,40.000000,37.500000,38.832500,38.832500,6247600
2021-12-31,38.404999,39.182499,37.025002,37.097500,37.097500,5576000
2022-01-03,37.307499,39.845001,37.302502,38.209999,38.209999,5654800
2022-01-04,38.042500,38.247501,35.762501,37.227501,37.227501,7339600
2022-01-05,37.097500,37.212502,32.287498,32.342499,32.342499,13585600
2022-01-06,33.209999,34.424999,30.285000,32.757500,32.757500,24206000
2022-01-07,39.942501,40.077499,33.125000,35.154999,35.154999,48549200
2022-01-10,33.747501,33.922501,30.000000,32.787498,32.787498,22048000
2022-01-11,32.525002,34.200001,31.847500,32.575001,32.575001,10332400
2022-01-12,32.500000,32.830002,31.612499,32.014999,32.014999,6298000
2022-01-13,32.125000,32.625000,30.422501,30.620001,30.620001,8901200
2022-01-14,30.037500,30.575001,28.004999,29.162500,29.162500,15402000
2022-01-18,28.277500,28.437500,26.100000,27.227501,27.227501,15022400
2022-01-19,27.502501,28.262501,26.102501,26.642500,26.642500,9614400
2022-01-20,26.975000,28.799999,25.400000,25.667500,25.667500,11680400
2022-01-21,25.250000,27.552500,23.180000,26.590000,26.590000,22120000
2022-01-24,24.754999,25.715000,21.572500,25.037500,25.037500,25039600
2022-01-25,24.230000,26.242500,23.752501,24.947500,24.947500,14297200
2022-01-26,25.275000,29.750000,25.077499,25.815001,25.815001,33330000
2022-01-27,26.035000,26.750000,23.222500,23.379999,23.379999,14644400
2022-01-28,23.850000,24.500000,21.902500,24.477501,24.477501,16430400
2022-01-31,24.467501,27.455000,24.465000,27.232500,27.232500,13997200
2022-02-01,28.252501,29.162500,27.065001,28.150000,28.150000,13847600
2022-02-02,27.587500,27.965000,24.514999,25.010000,25.010000,13116400
2022-02-03,25.375000,26.735001,24.427500,24.807501,24.807501,10710000
2022-02-04,24.752501,26.000000,23.770000,25.584999,25.584999,7627200
2022-02-07,25.747499,26.344999,24.692499,25.584999,25.584999,7037600
2022-02-08,25.440001,29.417500,25.137501,28.900000,28.900000,19839600
2022-02-09,28.522499,31.177500,28.250000,31.072500,31.072500,15467600
2022-02-10,29.487499,32.945000,29.000000,30.617500,30.617500,14826000
2022-02-11,30.620001,32.467499,30.192499,31.062500,31.062500,11299200
2022-02-14,30.732500,31.375000,29.037500,29.272499,29.272499,9102800
2022-02-15,30.240000,31.807501,29.815001,31.540001,31.540001,7911600
2022-02-16,31.107500,33.212502,30.980000,32.082500,32.082500,8007600
2022-02-17,31.692499,32.712502,30.555000,30.852501,30.852501,6256400
2022-02-18,31.049999,31.412500,29.532499,30.382500,30.382500,6214000
2022-02-22,29.549999,30.832500,28.547501,29.514999,29.514999,6156400
2022-02-23,30.305000,30.840000,28.570000,28.717501,28.717501,5393200
2022-02-24,26.382500,31.427500,26.030001,31.145000,31.145000,9024800
2022-02-25,30.892500,31.242500,29.122499,29.645000,29.645000,6841200
2022-02-28,30.250000,31.572500,29.222500,30.834999,30.834999,6458000
2022-03-01,30.547501,31.467501,29.587500,29.754999,29.754999,4384000
2022-03-02,29.875000,30.667500,29.092501,30.492500,30.492500,5242800
2022-03-03,30.740000,30.934999,29.307501,29.602501,29.602501,4382400
2022-03-04,29.502501,30.127501,27.645000,27.915001,27.915001,5911200
2022-03-07,28.750000,28.750000,24.025000,24.837500,24.837500,12591600
2022-03-08,25.257500,27.247499,24.272499,25.752501,25.752501,8536000
2022-03-09,26.745001,27.215000,25.875000,26.302500,26.302500,5598400
2022-03-10,25.980000,26.014999,24.562500,25.139999,25.139999,5582000
2022-03-11,25.665001,25.725000,23.172501,23.172501,23.172501,8822000
2022-03-14,23.357500,23.580000,19.395000,19.527500,19.527500,18134400
2022-03-15,20.525000,21.889999,19.670000,20.660000,20.660000,14115200
2022-03-16,21.277500,22.502501,20.500000,21.715000,21.715000,10615600
2022-03-17,21.275000,22.395000,20.862499,21.924999,21.924999,13796400
2022-03-18,19.934999,24.362499,19.725000,22.697500,22.697500,35688400
2022-03-21,22.500000,24.850000,22.440001,23.549999,23.549999,15812400
2022-03-22,23.850000,31.447500,23.612499,30.785000,30.785000,60068800
2022-03-23,32.500000,37.732498,31.637501,35.250000,35.250000,98399200
2022-03-24,33.502499,35.869999,31.690001,35.597500,35.597500,36400800
2022-03-25,35.009998,39.540001,34.549999,37.987499,37.987499,53535600
2022-03-28,37.994999,47.709999,37.884998,47.397499,47.397499,65266000
2022-03-29,47.060001,49.852501,40.750000,44.974998,44.974998,72046000
2022-03-30,43.750000,45.834999,41.250000,41.712502,41.712502,36676800
2022-03-31,40.775002,43.937500,39.627499,41.645000,41.645000,44968800
2022-04-01,47.224998,47.442501,38.814999,41.250000,41.250000,52758400
2022-04-04,41.744999,43.310001,39.127499,42.682499,42.682499,18519200
2022-04-05,42.000000,42.107498,38.000000,38.397499,38.397499,15825200
2022-04-06,37.752499,39.822498,37.424999,39.160000,39.160000,16268000
2022-04-07,38.527500,39.174999,35.392502,37.500000,37.500000,15311200
2022-04-08,37.272499,37.677502,35.507500,36.547501,36.547501,10371600
2022-04-11,35.759998,37.055000,35.152500,36.732498,36.732498,9812000
2022-04-12,36.625000,38.062500,35.417500,36.217499,36.217499,7996400
2022-04-13,36.025002,38.032501,35.505001,37.674999,37.674999,8032800
2022-04-14,37.317501,39.125000,36.805000,37.692501,37.692501,10002400
2022-04-18,37.500000,37.810001,34.310001,35.365002,35.365002,9871200
2022-04-19,35.712502,38.244999,34.965000,38.117500,38.117500,9416800
2022-04-20,38.000000,38.082500,36.662498,37.212502,37.212502,4648000
2022-04-21,37.500000,38.279999,34.977501,35.389999,35.389999,6737600
2022-04-22,35.637501,36.575001,33.887501,34.555000,34.555000,6278400
2022-04-25,33.852501,34.927502,33.320000,33.987499,33.987499,6139200
2022-04-26,33.910000,34.200001,31.540001,31.900000,31.900000,6182800
2022-04-27,31.817499,33.169998,31.145000,32.459999,32.459999,5223600
2022-04-28,32.570000,33.150002,30.125000,32.327499,32.327499,7070000
2022-04-29,31.825001,32.722500,30.752501,31.267500,31.267500,5143600
2022-05-02,30.912500,31.347500,28.174999,29.892500,29.892500,10172000
2022-05-03,29.620001,31.107500,28.605000,30.107500,30.107500,7312800
2022-05-04,29.802500,31.937500,28.930000,31.770000,31.770000,6651200
2022-05-05,30.985001,31.170000,28.780001,29.782499,29.782499,7015600
2022-05-06,29.320000,30.139999,27.557501,28.674999,28.674999,7161600
2022-05-09,27.695000,27.695000,24.520000,24.697500,24.697500,13264800
2022-05-10,25.745001,26.514999,22.000000,23.375000,23.375000,16603200
2022-05-11,23.367500,23.817499,20.000000,20.332500,20.332500,16681200
2022-05-12,20.760000,27.014999,19.442499,22.392500,22.392500,40139600
2022-05-13,24.750000,26.695000,23.760000,24.597500,24.597500,23930800
2022-05-16,24.700001,24.795000,22.695000,22.950001,22.950001,11582000
2022-05-17,23.475000,25.094999,22.799999,25.094999,25.094999,10444800
2022-05-18,24.094999,24.959999,22.542500,22.870001,22.870001,11560000
2022-05-19,22.805000,25.495001,22.540001,24.797501,24.797501,12720400
2022-05-20,24.952499,25.602501,22.437500,23.915001,23.915001,9972000
2022-05-23,24.142500,24.320000,22.875000,24.032499,24.032499,6994000
2022-05-24,23.512501,23.549999,21.674999,22.287500,22.287500,8879600
2022-05-25,22.535000,28.867500,22.535000,28.792500,28.792500,40060000
2022-05-26,29.000000,37.115002,28.674999,32.115002,32.115002,57892400
2022-05-27,35.250000,35.924999,31.750000,34.302502,34.302502,30045200
2022-05-31,34.302502,34.982498,30.129999,31.184999,31.184999,19084400
2022-06-01,30.705000,32.397499,29.252501,30.350000,30.350000,14991600
2022-06-02,29.750000,34.125000,28.889999,33.500000,33.500000,27918800
2022-06-03,32.500000,34.525002,31.057501,33.424999,33.424999,18234400
2022-06-06,33.825001,34.025002,31.762501,32.025002,32.025002,9532800
2022-06-07,32.500000,37.472500,31.582500,36.625000,36.625000,24967600
2022-06-08,35.347500,38.250000,33.957500,34.682499,34.682499,24473600
2022-06-09,34.697498,34.974998,31.834999,32.244999,32.244999,13114400
2022-06-10,31.500000,32.982498,30.785000,32.272499,32.272499,11820000
2022-06-13,30.127501,31.142500,28.575001,29.562500,29.562500,13792800
2022-06-14,29.392500,32.000000,29.025000,31.542500,31.542500,12739200
2022-06-15,31.237499,32.990002,30.910000,32.322498,32.322498,10764400
2022-06-16,31.235001,32.322498,30.145000,31.432501,31.432501,9995200
2022-06-17,31.715000,33.965000,31.580000,33.785000,33.785000,12340800
2022-06-21,34.555000,36.349998,33.880001,35.070000,35.070000,12512400
2022-06-22,34.667500,36.182499,34.107498,34.615002,34.615002,7838000
2022-06-23,35.410000,35.997501,34.182499,35.505001,35.505001,6682800
2022-06-24,35.750000,37.092499,32.882500,33.802502,33.802502,16995600
2022-06-27,34.117500,34.262501,31.825001,32.422501,32.422501,9745600
2022-06-28,32.752499,32.832500,30.570000,31.094999,31.094999,6610000
2022-06-29,30.387501,31.622499,29.897499,30.715000,30.715000,6826400
2022-06-30,29.842501,31.647499,29.440001,30.575001,30.575001,6718800
2022-07-01,30.282499,31.292500,29.822500,30.855000,30.855000,6617200
2022-07-05,30.375000,30.620001,29.752501,30.057501,30.057501,6036000
2022-07-06,30.172501,30.570000,28.342501,29.357500,29.357500,9988800
2022-07-07,31.122499,33.875000,30.452499,33.779999,33.779999,30313600
2022-07-08,31.665001,33.167500,30.627501,32.134998,32.134998,13199600
2022-07-11,32.139999,32.935001,31.162500,32.522499,32.522499,7532800
2022-07-12,32.700001,35.647499,31.815001,34.279999,34.279999,16899600
2022-07-13,33.750000,36.337502,33.750000,35.320000,35.320000,13703600
2022-07-14,34.797501,37.987499,34.049999,34.049999,34.049999,20970400
2022-07-15,34.860001,35.592499,33.507500,35.410000,35.410000,9832400
2022-07-18,36.250000,37.400002,35.775002,36.660000,36.660000,11155200
2022-07-19,37.435001,39.209999,36.587502,37.924999,37.924999,12828000
2022-07-20,38.500000,40.407501,38.349998,39.687500,39.687500,11400400
2022-07-21,39.930000,40.000000,37.290001,38.367500,38.367500,9277600
2022-07-22,36.880001,38.700001,34.930000,35.779999,35.779999,10060200
2022-07-25,35.000000,35.509998,33.250000,33.980000,33.980000,5686300
2022-07-26,32.869999,33.310001,32.099998,32.430000,32.430000,4866100
2022-07-27,32.959999,34.119999,32.160000,33.779999,33.779999,4251200
2022-07-28,33.389999,34.430000,32.660000,33.840000,33.840000,3207400
2022-07-29,33.680000,34.790001,33.060001,34.009998,34.009998,3988800
2022-08-01,33.799999,35.709999,33.770000,34.779999,34.779999,4196600
2022-08-02,35.900002,36.799999,35.119999,35.840000,35.840000,4697100
2022-08-03,36.220001,38.009998,36.000000,37.930000,37.930000,5186500
2022-08-04,38.340000,39.889999,37.889999,38.360001,38.360001,5421500
2022-08-05,37.369999,40.430000,36.560001,40.020000,40.020000,8124200
2022-08-08,41.290001,47.990002,40.750000,43.450001,43.450001,17987100
2022-08-09,42.139999,43.189999,39.000000,40.369999,40.369999,6954200
2022-08-10,42.000000,42.000000,38.630001,40.529999,40.529999,5434700
2022-08-11,40.910000,41.970001,39.349998,39.450001,39.450001,5140500
2022-08-12,40.000000,41.430000,39.150002,40.740002,40.740002,5120000
2022-08-15,39.750000,40.389999,38.810001,39.680000,39.680000,5243100
2022-08-16,39.169998,45.529999,38.599998,42.189999,42.189999,23602800
2022-08-17,42.180000,44.360001,40.410000,40.520000,40.520000,9766400
2022-08-18,39.270000,40.070000,37.340000,37.930000,37.930000,8145400
2022-08-19,35.180000,37.189999,34.669998,36.490002,36.490002,9551900
2022-08-22,34.310001,36.200001,34.200001,34.500000,34.500000,5798600
2022-08-23,34.700001,34.990002,33.450001,33.529999,33.529999,4836300
2022-08-24,34.000000,34.939999,32.439999,32.500000,32.500000,5620300
2022-08-25,32.840000,32.889999,31.500000,31.959999,31.959999,4726300
2022-08-26,31.500000,32.380001,30.629999,30.940001,30.940001,4297300
2022-08-29,30.480000,32.750000,30.379999,31.549999,31.549999,4292700
2022-08-30,31.620001,31.870001,29.420000,29.840000,29.840000,5060200
2022-08-31,29.250000,29.959999,28.260000,28.639999,28.639999,5157000
2022-09-01,28.000000,28.910000,26.950001,27.629999,27.629999,5293900
2022-09-02,28.260000,28.740000,26.930000,27.360001,27.360001,4675200
2022-09-06,25.750000,26.719999,24.670000,25.139999,25.139999,7010200
2022-09-07,24.730000,25.190001,23.420000,24.040001,24.040001,12504700
2022-09-08,25.000000,26.740000,24.070000,25.830000,25.830000,14142200
2022-09-09,26.299999,29.080000,26.100000,28.920000,28.920000,7899800
2022-09-12,29.030001,30.340000,28.000000,29.240000,29.240000,6175200
2022-09-13,27.400000,28.610001,27.320000,27.850000,27.850000,3657200
2022-09-14,27.559999,28.450001,26.650000,28.129999,28.129999,3605800
2022-09-15,27.860001,29.070000,27.860001,28.610001,28.610001,3329500
2022-09-16,28.330000,28.799999,27.780001,28.639999,28.639999,4647400
2022-09-19,28.340000,29.650000,28.150000,28.959999,28.959999,3404000
2022-09-20,29.280001,29.330000,27.180000,27.540001,27.540001,3145900
2022-09-21,27.450001,28.990000,26.770000,26.860001,26.860001,3859200
2022-09-22,27.170000,27.270000,24.379999,24.700001,24.700001,4346500
2022-09-23,24.150000,25.150000,24.059999,25.040001,25.040001,3612500
2022-09-26,24.660000,25.870001,24.120001,24.480000,24.480000,3440300
2022-09-27,25.469999,26.389999,25.129999,26.129999,26.129999,4487200
2022-09-28,25.889999,27.500000,25.620001,27.309999,27.309999,2630100
2022-09-29,27.080000,27.690001,24.690001,25.459999,25.459999,4118200
2022-09-30,25.030001,25.820000,24.440001,25.129999,25.129999,3139600
2022-10-03,25.139999,25.629999,24.209999,25.379999,25.379999,2653900
2022-10-04,25.950001,27.830000,25.950001,27.600000,27.600000,4581900
2022-10-05,26.770000,26.980000,25.430000,26.389999,26.389999,2986400
2022-10-06,26.290001,27.000000,25.799999,25.990000,25.990000,2418700
2022-10-07,25.840000,25.840000,24.420000,25.350000,25.350000,3259400
2022-10-10,25.370001,26.500000,24.750000,25.000000,25.000000,2912300
